set(15,-40600,11600,250,0)
set(20,-40600,17200,250,0)
chk(42,-43800,-9400,250,90)
set(33,-40600,-4300,250,0)pr
set(33,-40600,2400,250,0)pr

set(10,-40600,22800,250,0)p
set(14,-40600,31040,250,90)pt
set(10,-40600,28400,250,0)p
set(10,-40600,34000,250,0)
set(22,-40600,36600,250,0)p
set(22,-40600,37600,250,0)
set(22,-40600,38600,250,0)p
chk(40,-40600,39100,250,0)p
fix(41,-40600,39100,-1400,0)s
set(36,-40600,39600,250,0)pr

set(10,-36600,31040,250,90)p
set(10,-32000,31040,250,90)
set(14,-28000,31040,250,-90)pt
chk(40,-30000,31040,250,90)
set(10,-28000,27040,250,0)p
set(10,-28000,21440,250,0)
set(30,-28000,17390,250,180)pr


set(12,-29520,11790,250,150)
set(12,-32560,6190,250,150)
chk(40,-34080,3390,250,0)
set(10,-34080,590,250,180)p
set(10,-34080,-5010,250,180)p
chk(40,-34080,-7950,250,0)
set(14,-34080,-9560,250,90)pt

set(32,-30200,-9560,250,-90)pr
set(32,-30200,-10010,250,-90)pr
set(32,-30200,-9110,250,-90)pr
set(10,-29530,-9560,250,90)p
set(10,-23930,-9560,250,90)p
set(10,-18330,-9560,250,90)
set(10,-12730,-9530,250,90)p
set(30,-12500,-9560,250,-90)pr
set(10,-7130,-9560,250,-90)p
set(10,-1530,-9560,250,-90)p
set(10,4070,-9560,250,-90)p
chk(40,5000,-9560,250,-90)

set(13,-9850,-11080,250,-240)

maxt(2,-8560,0)
maxb(2,-10560,0)

set(10,-15450,-12600,250,90)p
set(10,-21050,-12600,250,90)
set(10,-26650,-12600,250,90)p

set(37,-17850,-11300,250,0)
set(37,-17850,-13900,250,0)
set(32,-18850,-12600,250,90)
set(32,-18850,-12300,250,90)
set(32,-18850,-12900,250,90)
set(32,-22850,-12600,250,90)
set(32,-22850,-12300,250,90)
set(32,-22850,-12900,250,90)
set(32,-26850,-12600,250,90)
set(32,-26850,-12300,250,90)
set(32,-26850,-12900,250,90)
set(37,-21850,-11300,250,0)
set(37,-21850,-13900,250,0)
set(37,-25850,-11300,250,0)
set(37,-25850,-13900,250,0)

set(10,-32250,-12600,250,90)p
set(10,-37850,-12600,250,90)p
chk(40,-38400,-12600,250,90)
set(14,-42400,-12600,250,0)pt
set(14,-42400,-15400,250,180)pt
set(14,-45200,-15400,250,90)pt
chk(40,-43800,-15400,250,90)
set(26,-45200,-13400,250,0)pr
set(23,-45200,-14200,250,180)

set(23,-45200,-2000,250,0)
set(10,-45200,800,250,0)p
set(10,-45200,6400,250,0)p
set(10,-45200,12000,250,0)p
set(38,-45200,500,250,0)
set(38,-45200,2500,250,0)
set(38,-45200,4500,250,0)
set(38,-45200,6500,250,0)
set(38,-45200,8500,250,0)
set(38,-45200,10500,250,0)
set(38,-45200,12500,250,0)
set(38,-45200,14500,250,0)
set(38,-45200,16500,250,0)
set(38,-45200,18500,250,0)
set(10,-45200,17600,250,0)p
set(14,-45200,22150,250,0)pt
set(14,-40600,22150,250,-180)pt
set(22,-42900,22150,250,90)

chk(40,-40600,39100,250,0)p
chk(40,-30000,31040,250,90)


set(23,-28000,14290,250,180)
set(10,-28000,12000,250,0)
set(10,-28000,6400,250,0)p
set(10,-28000,800,250,0)p
chk(40,-28000,-1800,250,0)
set(14,-28000,-3400,250,90)pt
set(10,-23800,-3400,250,90)p

set(34,-17020,-3450,250,-90)
chk(40,-20500,-3400,250,-90)
set(14,-19300,-3400,250,-90)
set(14,-19300,-6400,250,90)

set(10,-15000,-6400,250,90)p
set(30,-12500,-6400,250,-90)pr
set(10,-9600,-6400,250,90)p
set(10,-7400,-6400,250,90)p
set(10,-4300,-6400,250,90)
set(14,0,-6400,250,180)pt
set(22,0,-4400,250,0)p
set(22,0,-3400,250,0)p
set(22,0,-2800,250,0)p

set(15,-13020,-3450,250,90)
set(24,-10800,-3450,250,-90)

set(-6,-15020,-1900,250,-225)
set(-5,-14520,-1900,250,-225)
set(-4,-14020,-1900,250,-225)
set(-3,-13520,-1900,250,-225)
set(-2,-13020,-1900,250,-225)
set(-1,-12520,-1900,250,-225)
set(0,-12020,-1900,250,-225)
set(1,-11520,-1900,250,-225)
set(2,-11020,-1900,250,-225)
set(3,-14400,-1450,250,-225)
set(4,-13900,-1450,250,-225)
set(5,-13400,-1450,250,-225)
set(6,-12900,-1450,250,-225)
set(7,-12400,-1450,250,-225)
set(8,-11900,-1450,250,-225)
set(9,-11400,-1450,250,-225)

// walls:

set(39,-17020,-2650,250,0)
maxl(1,-17020,-2650)
maxl(1,-17020,-1650)
set(39,-14950,-4850,250,90)
set(39,-12950,-4850,250,90)
set(39,-11500,-4850,250,90)
set(39,-9300,-2550,250,0)
maxr(1,-9300,-2150)
set(39,-9300,-2150,250,0)
set(39,-14950,-700,250,90)
set(39,-12950,-700,250,90)
set(39,-11500,-700,250,90)


maxr(17,5000,-16700)
maxt(13,62500,-55000)
maxl(17,-57400,-16700)
maxb(13,-19100,-55000)

//
//
